ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET NUMBER,ADDRESS STREET SUFFIX,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",CURRENT ACTIVITY,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS BUILDING OPEN OR BOARDED?,IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS THE BUILDING VACANT DUE TO FIRE?,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,SSA,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,address,community_area,complete_date,create_date,lat,loc,long,police_district,sanitation_violation,srn,status,type_service,ward,x_coord,y_coord,zip,community,time_to_complete,FIPS
,,,,,,,,,,,,,,,,,107 E MARQUETTE RD,69.0,,2017-03-27,41.77284774303733,"(41.772847743037325, -87.62205564086311)",-87.62205564086311,3.0,Garbage in alley,17-01706335,Open,Sanitation Code Violation,6.0,1178270.96987475,1860618.77210005,60637.0,GREATER GRAND CROSSING,,170318425001
,,,,,,,,,,,,,,,,,7531 S NORMAL AVE,69.0,,2017-03-27,41.75748310705411,"(41.75748310705411, -87.6366341418435)",-87.63663414184349,6.0,Garbage in yard,17-01715049,Open,Sanitation Code Violation,6.0,1174339.5998741002,1854987.47007514,60620.0,GREATER GRAND CROSSING,,170316912001
,,,,,,,,,,,,,,,,,7227 S MICHIGAN AVE,69.0,2017-03-30,2017-03-28,41.76326107558087,"(41.76326107558087, -87.62164068145789)",-87.62164068145788,3.0,Garbage in alley,17-01729224,Completed,Sanitation Code Violation,6.0,1178413.06780788,1857126.400975,60619.0,GREATER GRAND CROSSING,2.0,170316910004
,,,,,,,,,,,,,,,,,7821 S CHAMPLAIN AVE,69.0,2017-03-30,2017-03-28,41.75265770707843,"(41.752657707078434, -87.60890694124903)",-87.60890694124903,6.0,Construction Site Cleanliness/Fence,17-01735130,Completed,Sanitation Code Violation,6.0,1181919.62797143,1853291.62122822,60619.0,GREATER GRAND CROSSING,2.0,170316914002
,,,,,,,,,,,,,,,,,7601 S STATE ST,69.0,2017-03-31,2017-03-28,41.75640339295883,"(41.75640339295883, -87.62472332519457)",-87.62472332519457,6.0,Garbage in yard,17-01746259,Completed,Sanitation Code Violation,6.0,1177592.64417274,1854620.57492551,60619.0,GREATER GRAND CROSSING,3.0,170316912002
,,,,,,,,,,,,,,,,,7323 S EBERHART AVE,69.0,,2017-03-28,41.76167853598336,"(41.76167853598336, -87.61274720805996)",-87.61274720805996,3.0,Dumpster not being emptied,17-01746422,Open,Sanitation Code Violation,6.0,1180844.21902749,1856569.93639042,60619.0,GREATER GRAND CROSSING,,170316909005
,,,,,,,,,,,,,,,,,43 W 68TH ST,69.0,,2017-03-30,41.77092059659598,"(41.77092059659598, -87.62671826647964)",-87.62671826647964,7.0,Standing water,17-01793988,Open,Sanitation Code Violation,6.0,1177004.87001228,1859906.04997829,60621.0,GREATER GRAND CROSSING,,170316903001
,,,,,,,,,,,,,,,,,7445 S EVANS AVE,69.0,,2017-03-30,41.75955400153197,"(41.759554001531974, -87.60665330063343)",-87.60665330063343,3.0,Garbage in alley,17-01796174,Open,Sanitation Code Violation,6.0,1182513.34192188,1855809.75931257,60619.0,GREATER GRAND CROSSING,,170316909002
,,,,,,,,,,,,,,,,,7837 S LANGLEY AVE,69.0,,2017-03-30,41.75238534747489,"(41.75238534747488, -87.6076861113296)",-87.6076861113296,6.0,Other,17-01798633,Open,Sanitation Code Violation,6.0,1182253.58718405,1853195.1829913,60619.0,GREATER GRAND CROSSING,,170316914002
,,,,,,,,,,,,,,,,,7244 S LAFAYETTE AVE,69.0,,2017-03-30,41.76285765765155,"(41.76285765765155, -87.62650782130589)",-87.62650782130586,7.0,Other,17-01800296,Open,Sanitation Code Violation,6.0,1177086.42119277,1856968.44998703,60621.0,GREATER GRAND CROSSING,,170316911001
,,,,,,,,,,,,,,,,,7629 S INDIANA AVE,69.0,,2017-03-31,41.75596493293458,"(41.75596493293458, -87.61987727049156)",-87.61987727049156,6.0,Dumpster not being emptied,17-01832407,Open,Sanitation Code Violation,6.0,1178916.21211164,1854471.73209093,60619.0,GREATER GRAND CROSSING,,170316913001
S,HALSTED,11011.0,ST,True,,ALL AROUND,Open,Vacant,,False,Front,,,,,,,49.0,,2017-01-13,41.693975158872775,"(41.693975158872775, -87.64243042404436)",-87.64243042404436,22.0,,17-00226846,,Vacant/Abandoned Building,34.0,1172943.85292896,1831833.09041267,60628.0,ROSELAND,,170317501001
E,111TH,125.0,ST,False,,NONE,Boarded,Vacant,,False,Front,,,,,,,49.0,,2017-01-16,41.692622274210684,"(41.692622274210684, -87.62006842835125)",-87.62006842835125,5.0,,17-00281399,,Vacant/Abandoned Building,9.0,1179055.30012826,1831389.89693425,60628.0,ROSELAND,,170314909012
S,PRINCETON,9522.0,AVE,True,,,Open,Vacant,,False,Rear,,,,,,,49.0,,2017-01-17,41.72122064019547,"(41.72122064019547, -87.63109911632755)",-87.63109911632755,5.0,,17-00299901,,Vacant/Abandoned Building,21.0,1175957.62548668,1841786.05462257,60628.0,ROSELAND,,170314906001
S,DR MARTIN LUTHER KING JR,9612.0,DR,False,,,Open,Vacant,,False,Front,,,,,,,49.0,,2017-01-19,41.719854977339935,"(41.719854977339935, -87.61409332063323)",-87.61409332063324,5.0,,17-00328582,,Vacant/Abandoned Building,9.0,1180604.33712377,1841326.74978819,60628.0,ROSELAND,,170314905001
S,NORMAL,11338.0,AVE,False,,ROOF,Open,Vacant,,False,Front,,,,,,,49.0,,2017-01-19,41.68811237016914,"(41.688112370169144, -87.6349954640337)",-87.6349954640337,22.0,,17-00339217,,Vacant/Abandoned Building,34.0,1174991.76041312,1829713.13980308,60628.0,ROSELAND,,170314912001
S,EDBROOKE,10941.0,AVE,,,,,,,,,,,,,,,49.0,,2017-01-23,41.69551242455924,"(41.69551242455924, -87.61955191177877)",-87.61955191177877,5.0,,17-00412377,,Vacant/Abandoned Building,9.0,1179187.64370458,1832444.20061758,60628.0,ROSELAND,,170314909012
W,107TH,317.0,ST,False,,VARIOUS AGAIN,Open,Vacant,,False,Front,,,,,,,49.0,,2017-01-24,41.699777326947704,"(41.699777326947704, -87.63113020700462)",-87.63113020700462,5.0,,17-00438170,,Vacant/Abandoned Building,34.0,1176012.85840823,1833972.28691117,60628.0,ROSELAND,,170314910005
S,EGGLESTON,11132.0,AVE,True,,FRONT DOOR,Open,Occupied,,False,Front,,,,,,,49.0,,2017-01-25,41.69187003019682,"(41.691870030196824, -87.63392037863102)",-87.63392037863102,22.0,,17-00457131,,Vacant/Abandoned Building,34.0,1175274.29016909,1831084.76557575,60628.0,ROSELAND,,170314912001
S,EGGLESTON,11115.0,AVE,False,,REAR OPEN,Open,Vacant,,False,Front,,,,,,,49.0,,2017-01-25,41.69218212930216,"(41.692182129302154, -87.6339316432056)",-87.63393164320559,22.0,,17-00452849,,Vacant/Abandoned Building,34.0,1175270.29016909,1831198.46557575,60628.0,ROSELAND,,170314912001
S,CALUMET,11437.0,AVE,True,,FRONT DOOR,Open,Vacant,,False,Front,,,,,,,49.0,,2017-01-25,41.686174310402436,"(41.686174310402436, -87.61439682572265)",-87.61439682572265,5.0,,17-00457395,,Vacant/Abandoned Building,9.0,1180623.93406892,1829053.21788919,60628.0,ROSELAND,,170314914003
S,LANGLEY,9438.0,AVE,True,,REAR SIDE DOOR,Open,Vacant,,False,Front,,,,,,,49.0,,2017-01-25,41.722942234263776,"(41.722942234263776, -87.60687612772276)",-87.60687612772276,6.0,,17-00450503,,Vacant/Abandoned Building,9.0,1182565.1682054,1842468.25722112,60619.0,ROSELAND,,170314904001
S,EGGLESTON,11130.0,AVE,False,,,Open,Vacant,,False,Front,,,,,,,49.0,,2017-01-26,41.691906538548004,"(41.691906538548, -87.63392181382378)",-87.63392181382378,22.0,,17-00478880,,Vacant/Abandoned Building,34.0,1175273.79016909,1831098.06557575,60628.0,ROSELAND,,170314912001
W,105TH,326.0,PL,False,,FRONT DOOR KICKED IN,Open,Vacant,,False,Front,,,,,,,49.0,,2017-01-27,41.702509276891,"(41.702509276891, -87.63131362671277)",-87.63131362671277,5.0,,17-00502150,,Vacant/Abandoned Building,34.0,1175954.65389518,1834967.36832323,60628.0,ROSELAND,,170314910003
W,110TH,38.0,PL,False,,FRONT/REAR DOORS WITH BROKEN WINDOWS,Open,Vacant,,False,Front,,,,,,,49.0,,2017-01-29,41.69348534254572,"(41.69348534254572, -87.62404500621473)",-87.62404500621473,5.0,,17-00524288,,Vacant/Abandoned Building,34.0,1177966.62997064,1831695.42000226,60628.0,ROSELAND,,170314910002
S,RHODES,9330.0,AVE,True,,ALL AROUND,Open,Vacant,,False,Front,,,,,,,49.0,,2017-01-30,41.7250232240936,"(41.7250232240936, -87.61059345575897)",-87.61059345575897,6.0,,17-00546444,,Vacant/Abandoned Building,9.0,1181544.004113,1843218.00659416,60619.0,ROSELAND,,170314904001
S,INDIANA,10822.0,AVE,False,,UPPER WINDOWS,Open,Vacant,,False,Front,,,,,,,49.0,,2017-02-01,41.69771273591022,"(41.697712735910216, -87.61838613773747)",-87.61838613773745,5.0,,17-00601844,,Vacant/Abandoned Building,9.0,1179499.36969675,1833248.60788182,60628.0,ROSELAND,,170314909012
S,INDIANA,10918.0,AVE,False,,FRONT AND REAR,Open,Vacant,,False,Front,,,,,,,49.0,,2017-02-02,41.696294375341814,"(41.696294375341814, -87.61834339084714)",-87.61834339084714,5.0,,17-00613948,,Vacant/Abandoned Building,9.0,1179515.33417459,1832731.87142883,60628.0,ROSELAND,,170314909012
S,ST LAWRENCE,10000.0,AVE,False,,GARAGE,Boarded,Vacant,,False,Garage,,,,,,,49.0,,2017-02-02,41.71285956105506,"(41.71285956105506, -87.60904666138012)",-87.60904666138012,5.0,,17-00612978,,Vacant/Abandoned Building,9.0,1182003.54010958,1838789.24671811,60628.0,ROSELAND,,170314908001
W,111TH,255.0,ST,,,,,,,,,,,,,,,49.0,,2017-02-02,41.692511652608964,"(41.692511652608964, -87.62924368552952)",-87.62924368552952,5.0,,17-00607084,,Vacant/Abandoned Building,34.0,1176549.68920959,1831328.97067932,60628.0,ROSELAND,,170314910002
W,111TH,214.0,PL,,,,,,,,,,,,,,,49.0,,2017-02-03,41.69161640990511,"(41.69161640990511, -87.62822634041736)",-87.62822634041737,5.0,,17-00630938,,Vacant/Abandoned Building,34.0,1176830.21662654,1831005.02832207,60628.0,ROSELAND,,170314913004
S,VERNON,10722.0,AVE,False,,,Open,Vacant,,True,Rear,,,,,,,49.0,,2017-02-07,41.699444710900345,"(41.69944471090034, -87.61233302157046)",-87.61233302157045,5.0,,17-00692702,,Vacant/Abandoned Building,9.0,1181147.1797,1833893.4991,60628.0,ROSELAND,,170314909011
S,LA SALLE,9132.0,ST,True,,,Open,Vacant,,False,Front,,,,,,,49.0,,2017-02-07,41.72821041849663,"(41.72821041849663, -87.62755703682168)",-87.62755703682168,6.0,,17-00688885,,Vacant/Abandoned Building,21.0,1176903.72489673,1844340.96409622,60620.0,ROSELAND,,170318340002
W,110TH,125.0,ST,False,,FRONT,Open,Vacant,,False,Front,,,,,,,49.0,,2017-02-07,41.69436940601477,"(41.69436940601477, -87.62615620455442)",-87.62615620455442,5.0,,17-00689354,,Vacant/Abandoned Building,34.0,1177387.38372385,1832012.82077874,60628.0,ROSELAND,,170314910002
S,WENTWORTH,9526.0,AVE,True,,NO,Boarded,Vacant,,False,Front,,,,,,,49.0,,2017-02-08,41.721181923555115,"(41.721181923555115, -87.62865266169574)",-87.62865266169571,5.0,,17-00710492,,Vacant/Abandoned Building,21.0,1176625.61892167,1841777.40410672,60628.0,ROSELAND,,170314906001
S,WENTWORTH,9528.0,AVE,False,,,Boarded,Vacant,,False,Front,,,,,,,49.0,,2017-02-08,41.72114514542043,"(41.72114514542043, -87.62865196461566)",-87.62865196461566,5.0,,17-00711032,,Vacant/Abandoned Building,21.0,1176625.91892167,1841764.00410672,60628.0,ROSELAND,,170314906001
S,WENTWORTH,9516.0,AVE,False,,,Boarded,Vacant,,False,Front,,,,,,,49.0,,2017-02-08,41.72136582096372,"(41.72136582096372, -87.6286572459405)",-87.62865724594047,5.0,,17-00712741,,Vacant/Abandoned Building,21.0,1176623.81892167,1841844.40410672,60628.0,ROSELAND,,170314906001
S,EMERALD,10412.0,AVE,,,,,,,,,,,,,,,49.0,,2017-02-09,41.70487623884173,"(41.70487623884173, -87.64155625836638)",-87.64155625836638,22.0,,17-00723795,,Vacant/Abandoned Building,34.0,1173150.69391579,1835807.22710711,60628.0,ROSELAND,,170314911005
W,105TH,226.0,ST,,,,,,,,,,,,,,,49.0,,2017-02-09,41.70345013097522,"(41.70345013097522, -87.62886976565115)",-87.62886976565115,5.0,,17-00724635,,Vacant/Abandoned Building,34.0,1176619.21293404,1835315.6539219,60628.0,ROSELAND,,170314910003
S,YALE,11428.0,AVE,False,,VARIOUS,Open,Vacant,,False,Front,,,,,,,49.0,,2017-02-11,41.686551810935136,"(41.686551810935136, -87.62892868662263)",-87.6289286866226,5.0,,17-00771237,,Vacant/Abandoned Building,34.0,1176653.47999487,1829157.983531,60628.0,ROSELAND,,170314913003
S,EDBROOKE,11024.0,AVE,False,,BOARDS FALLING OFF DOORS AND WINDOWS,Open,Vacant,,True,Front,,,,,,,49.0,,2017-02-15,41.69400012192311,"(41.69400012192311, -87.61950791183287)",-87.61950791183287,5.0,,17-00846287,,Vacant/Abandoned Building,9.0,1179204.22730904,1831893.23572276,60628.0,ROSELAND,,170314909012
W,111TH,141.0,ST,,,,,,,,,,,,,,,49.0,,2017-02-16,41.69254129102886,"(41.69254129102886, -87.62669278087628)",-87.62669278087627,5.0,,17-00860092,,Vacant/Abandoned Building,34.0,1177246.30320384,1831345.47572671,60628.0,ROSELAND,,170314910002
S,INDIANA,9514.0,AVE,True,,,Open,Vacant,,False,Front,,,,,,,49.0,,2017-02-16,41.72155155594936,"(41.72155155594936, -87.61898832747029)",-87.6189883274703,5.0,,17-00866582,,Vacant/Abandoned Building,9.0,1179262.85008843,1841933.83846996,60628.0,ROSELAND,,170314905002
S,MICHIGAN,11000.0,AVE,False,,FRONT METAL DOORS ARE OPEN,Open,Vacant,,False,Front,,,,,,,49.0,,2017-02-17,41.694423017860714,"(41.694423017860714, -87.62079112091729)",-87.6207911209173,5.0,,17-00899314,,Vacant/Abandoned Building,9.0,1178852.49073425,1832044.4320108,60628.0,ROSELAND,,170314909012
W,104TH,226.0,PL,False,,,Boarded,Vacant,,False,Front,,,,,,,49.0,,2017-02-20,41.704361364677744,"(41.704361364677744, -87.62888986924449)",-87.62888986924446,5.0,,17-00947369,,Vacant/Abandoned Building,34.0,1176611.00708052,1835647.65181322,60628.0,ROSELAND,,170314910003
W,111TH,444.0,ST,True,,,Open,Vacant,,False,Front,,,,,,,49.0,,2017-02-22,41.69245507856592,"(41.69245507856592, -87.63418388556337)",-87.63418388556337,22.0,,17-01009089,,Vacant/Abandoned Building,34.0,1175200.59016909,1831297.36557575,60628.0,ROSELAND,,170314911003
W,105TH,329.0,PL,False,,DOORS AND WONDOWS,Open,Vacant,,False,Front,,,,,,,49.0,,2017-02-22,41.702508546071066,"(41.702508546071066, -87.63137369087609)",-87.6313736908761,5.0,,17-01018596,,Vacant/Abandoned Building,34.0,1175938.25389518,1834966.96832323,60628.0,ROSELAND,,170314910003
S,FOREST,10709.0,AVE,,,,,,,,,,,,,,,49.0,,2017-02-23,41.69968416490232,"(41.699684164902315, -87.61599700202359)",-87.6159970020236,5.0,,17-01029513,,Vacant/Abandoned Building,9.0,1180145.85445,1833972.39805,60628.0,ROSELAND,,170314909023
S,INDIANA,10360.0,AVE,False,,ALL OVER,Open,Vacant,,False,Front,,,,,,,49.0,,2017-02-24,41.70594301087478,"(41.70594301087478, -87.61860785143071)",-87.6186078514307,5.0,,17-01051888,,Vacant/Abandoned Building,9.0,1179413.93127105,1836247.12002937,60628.0,ROSELAND,,170314909022
S,EDBROOKE,10551.0,AVE,True,,REAR DOOR WIDE OPEN,Open,Vacant,,False,Front,,,,,,,49.0,,2017-02-24,41.702526243276466,"(41.70252624327647, -87.6196558073625)",-87.6196558073625,5.0,,17-01058995,,Vacant/Abandoned Building,9.0,1179138.09110852,1834999.71663374,60628.0,ROSELAND,,170314909022
S,STATE,10201.0,ST,True,,"BASEMENT WINDOWS SIDE WINDOWS, FRONT DOOR",Open,Vacant,,False,Rear,,,,,,,49.0,,2017-02-26,41.70895512120389,"(41.70895512120388, -87.62355792203995)",-87.62355792203995,5.0,,17-01082794,,Vacant/Abandoned Building,9.0,1178053.20329384,1837333.51858606,60628.0,ROSELAND,,170314908005
S,INDIANA,9242.0,AVE,True,,,Open,Vacant,,False,Front,,,,,,,49.0,,2017-02-28,41.72651726641985,"(41.72651726641984, -87.61910541861695)",-87.61910541861697,6.0,,17-01133298,,Vacant/Abandoned Building,9.0,1179215.87179909,1843743.02619596,60619.0,ROSELAND,,170314903001
W,102ND,328.0,PL,,,,,,,,,,,,,,,49.0,,2017-02-28,41.70799085263794,"(41.70799085263794, -87.63134507419575)",-87.63134507419575,5.0,,17-01135412,,Vacant/Abandoned Building,9.0,1175929.78400185,1836964.72011417,60628.0,ROSELAND,,170314907003
W,105TH,264.0,PL,True,,FRONT AND REAR,Open,Vacant,,False,Front,,,,,,,49.0,,2017-03-02,41.70252701655775,"(41.70252701655775, -87.62986146453339)",-87.62986146453339,5.0,,17-01176353,,Vacant/Abandoned Building,34.0,1176351.15389518,1834977.06832323,60628.0,ROSELAND,,170314910003
S,WABASH,10832.0,AVE,False,,,Boarded,Vacant,,False,Front,,,,,,,49.0,,2017-03-05,41.69747859829196,"(41.69747859829196, -87.62205697005902)",-87.62205697005902,5.0,,17-01233434,,Vacant/Abandoned Building,9.0,1178497.57782786,1833154.9906927,60628.0,ROSELAND,,170314909012
S,WABASH,10836.0,AVE,False,,,Open,Vacant,,False,Front,,,,,,,49.0,,2017-03-05,41.697405037170526,"(41.69740503717052, -87.62205485127099)",-87.62205485127096,5.0,,17-01233455,,Vacant/Abandoned Building,9.0,1178498.37782786,1833128.1906927,60628.0,ROSELAND,,170314909012
W,109TH,149.0,ST,False,,FRONT,Open,Vacant,,False,Front,,,,,,,49.0,,2017-03-05,41.696184989922365,"(41.69618498992237, -87.6267848288006)",-87.6267848288006,5.0,,17-01234855,,Vacant/Abandoned Building,34.0,1177210.27200467,1832672.98822786,60628.0,ROSELAND,,170314910002
W,109TH,133.0,ST,False,,ALL OVER,Open,Vacant,,False,Front,,,,,,,49.0,,2017-03-05,41.696189746922975,"(41.69618974692298, -87.62639811121336)",-87.62639811121336,5.0,,17-01234920,,Vacant/Abandoned Building,34.0,1177315.87200467,1832675.58822786,60628.0,ROSELAND,,170314910002
W,109TH,119.0,ST,False,,REAR,Open,Vacant,,False,Front,,,,,,,49.0,,2017-03-05,41.696193979087575,"(41.696193979087575, -87.6260600986768)",-87.6260600986768,5.0,,17-01234958,,Vacant/Abandoned Building,34.0,1177408.17200467,1832677.88822786,60628.0,ROSELAND,,170314910002
S,PRAIRIE,10736.0,AVE,False,,,Open,Vacant,,True,Front,,,,,,,49.0,,2017-03-05,41.69915065624273,"(41.69915065624273, -87.61719772851828)",-87.61719772851828,5.0,,17-01236015,,Vacant/Abandoned Building,9.0,1179819.565075,1833775.26505,60628.0,ROSELAND,,170314909013
W,110TH,229.0,PL,False,,,Boarded,Vacant,,False,Front,,,,,,,49.0,,2017-03-07,41.69342980118241,"(41.69342980118241, -87.6286280251961)",-87.6286280251961,5.0,,17-01272984,,Vacant/Abandoned Building,34.0,1176715.10110702,1831664.90760157,60628.0,ROSELAND,,170314910002
S,LAFAYETTE,10221.0,AVE,False,,REAR DOOR,Open,Vacant,,False,Rear,,,,,,,49.0,,2017-03-10,41.708583781047686,"(41.70858378104769, -87.62476369941328)",-87.62476369941328,5.0,,17-01325465,,Vacant/Abandoned Building,9.0,1177725.07891105,1837195.49499275,60628.0,ROSELAND,,170314907002
S,MICHIGAN,10635.0,AVE,True,,FRONT WINDOW OUT LARGE PICTURE WINDOW,Open,Vacant,,False,Front,,,,,,,49.0,,2017-03-10,41.70099055444129,"(41.70099055444129, -87.62085296358227)",-87.62085296358227,5.0,,17-01329041,,Vacant/Abandoned Building,9.0,1178815.80412187,1834437.42298261,60628.0,ROSELAND,,170314909022
S,EGGLESTON,11115.0,AVE,True,,"FRONT/REAR DOORS, WINDOWS",Open,Vacant,,False,Front,,,,,,,49.0,,2017-03-10,41.69218212930216,"(41.692182129302154, -87.6339316432056)",-87.63393164320559,22.0,,17-01329334,,Vacant/Abandoned Building,34.0,1175270.29016909,1831198.46557575,60628.0,ROSELAND,,170314912001
S,EGGLESTON,11127.0,AVE,False,,"FRONT/REAR DOORS, WINDOWS",Open,Vacant,,True,Front,,,,,,,49.0,,2017-03-10,41.69196171158293,"(41.69196171158293, -87.63392377910019)",-87.63392377910019,22.0,,17-01329443,,Vacant/Abandoned Building,34.0,1175273.09016909,1831118.16557575,60628.0,ROSELAND,,170314912001
E,107TH,347.0,ST,True,,,Open,Vacant,,False,Front,,,,,,,49.0,,2017-03-10,41.699997129958774,"(41.69999712995877, -87.61451663947601)",-87.61451663947601,5.0,,17-01330139,,Vacant/Abandoned Building,9.0,1180549.17418394,1834089.80943047,60628.0,ROSELAND,,170314909023
S,CALUMET,11436.0,AVE,False,,FRONT,Open,Vacant,,False,Front,,,,,,,49.0,,2017-03-10,41.68620175869563,"(41.68620175869563, -87.61439761845179)",-87.6143976184518,5.0,,17-01333369,,Vacant/Abandoned Building,9.0,1180623.63406892,1829063.21788919,60628.0,ROSELAND,,170314914003
S,PERRY,9622.0,AVE,,,,,,,,,,,,,,,49.0,,2017-03-13,41.719469193907905,"(41.71946919390791, -87.62618866536947)",-87.62618866536947,5.0,,17-01379006,,Vacant/Abandoned Building,21.0,1177303.41251076,1841158.81957896,60628.0,ROSELAND,,170314906001
W,110TH,439.0,PL,False,,"FRONT/REAR/SIDE DOORS, WINDOWS",Open,Vacant,,False,Front,,,,,,,49.0,,2017-03-14,41.6933633458849,"(41.6933633458849, -87.63446171070721)",-87.6344617107072,22.0,,17-01404332,,Vacant/Abandoned Building,34.0,1175122.025311,1831627.71102006,60628.0,ROSELAND,,170314911003
S,PRAIRIE,11433.0,AVE,,,,,,,,,,,,,,,49.0,,2017-03-15,41.68624534466589,"(41.68624534466589, -87.61683206801486)",-87.61683206801484,5.0,,17-01411475,,Vacant/Abandoned Building,9.0,1179958.5403799,1829073.56011202,60628.0,ROSELAND,,170314914003
W,106TH,311.0,ST,,,,,,,,,,,,,,,49.0,,2017-03-15,41.70160202122083,"(41.70160202122083, -87.63100092923148)",-87.63100092923149,5.0,,17-01413399,,Vacant/Abandoned Building,34.0,1176042.74057082,1834637.4714203,60628.0,ROSELAND,,170314910005
S,INDIANA,10828.0,AVE,True,,BASEMENT  AND FRONT DOOR,Open,Vacant,,False,Front,,,,,,,49.0,,2017-03-18,41.69760239190202,"(41.69760239190202, -87.61838259968408)",-87.61838259968408,5.0,,17-01474449,,Vacant/Abandoned Building,9.0,1179500.66969675,1833208.40788182,60628.0,ROSELAND,,170314909012
S,DR MARTIN LUTHER KING JR,10154.0,DR,False,,FRONT DOOR,Open,Vacant,,False,Front,,,,,,,49.0,,2017-03-19,41.70996590296368,"(41.70996590296368, -87.61383564121071)",-87.61383564121071,5.0,,17-01492584,,Vacant/Abandoned Building,9.0,1180704.79737497,1837723.8675236,60628.0,ROSELAND,,170314908004
S,LAFAYETTE,9300.0,AVE,False,,,Open,Vacant,,False,Front,,,,,,,49.0,,2017-03-20,41.72536627766929,"(41.72536627766929, -87.62516119831344)",-87.62516119831345,6.0,,17-01511671,,Vacant/Abandoned Building,21.0,1177566.24009612,1843309.95997436,60620.0,ROSELAND,,170318340002
S,WENTWORTH,9103.0,AVE,True,,"FRONT/REAR DOORS, WINDOWS",Open,Vacant,,False,Front,,,,,,,49.0,,2017-03-21,41.7289125820679,"(41.7289125820679, -87.6288573720145)",-87.62885737201452,6.0,,17-01562750,,Vacant/Abandoned Building,21.0,1176546.68002401,1844593.91761428,60620.0,ROSELAND,,170318340002
S,WENTWORTH,9105.0,AVE,False,,FRONT/REAR/GARAGE DOORS,Open,Vacant,,True,Garage,,,,,,,49.0,,2017-03-21,41.728875527323225,"(41.72887552732323, -87.62885631147138)",-87.62885631147137,6.0,,17-01562795,,Vacant/Abandoned Building,21.0,1176547.08002401,1844580.41761428,60620.0,ROSELAND,,170318340002
